usage,usage_plain,lng,lat
100,Forest,13.2526314918629,52.4853990199503
100,Forest,13.254002623746,52.4855853463662
100,Forest,13.2461814622946,52.4877357984685
190,Sport use,13.2502122074752,52.4856089286673
100,Forest,13.2482794514393,52.4841776121313
100,Forest,13.2478669548699,52.4867348785041
190,Sport use,13.249353717592,52.484874620335
100,Forest,13.2419352906934,52.4833800888131
100,Forest,13.2485787519832,52.4837367182269
100,Forest,13.2469507010772,52.4805875247361
100,Forest,13.240658708419,52.4807764298813
100,Forest,13.2432420726874,52.482269588028
100,Forest,13.2423672758468,52.4805681821928
100,Forest,13.2410826344176,52.4818904069678
100,Forest,13.2384556171055,52.4815383298798
100,Forest,13.2403227130327,52.480313446864
100,Forest,13.2449096097325,52.4782347189896
100,Forest,13.2390856912881,52.4795041683374
100,Forest,13.2437302560615,52.477265801989
100,Forest,13.2430968834188,52.4763042653081
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2399540302289,52.4786047086983
100,Forest,13.2416116726333,52.4769589384682
100,Forest,13.2417113634,52.4757994806092
100,Forest,13.2357793862675,52.4781117157942
100,Forest,13.2386690862089,52.4773610898421
100,Forest,13.235730390806,52.4764108442709
100,Forest,13.2381754451459,52.4752928412484
100,Forest,13.2361627453171,52.4742361551499
100,Forest,13.2403065572743,52.4744071355301
100,Forest,13.2363232048875,52.4701787539807
100,Forest,13.2371845210193,52.4723176128686
100,Forest,13.2500496765679,52.4745837996898
100,Forest,13.2557367357701,52.4824238561928
100,Forest,13.2544549017123,52.4812105873796
100,Forest,13.2568088685748,52.4807721500917
100,Forest,13.2571504180078,52.4823230158504
100,Forest,13.2553618256469,52.4797461442532
100,Forest,13.2526328451565,52.4793584744459
100,Forest,13.2542001768058,52.480397185619
100,Forest,13.2536191357218,52.4801921315894
100,Forest,13.2572281721579,52.4790921298461
100,Forest,13.253571484529,52.4778466184581
100,Forest,13.2588095370535,52.4780364775954
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2580390575424,52.4762928443305
100,Forest,13.2559731485107,52.4758339335022
100,Forest,13.2529000826526,52.4730057073414
100,Forest,13.2530919909822,52.4773206355502
100,Forest,13.2475927505585,52.4757174638166
100,Forest,13.2444276952318,52.4689194591271
100,Forest,13.2441384075832,52.4709106425612
100,Forest,13.2448593926086,52.4731305877977
100,Forest,13.2468478188101,52.4694175024036
100,Forest,13.2465546903761,52.4722175117699
100,Forest,13.2494751966213,52.4706817781702
100,Forest,13.2477733055096,52.4716307560364
100,Forest,13.2417355026163,52.4700816086614
80,Traffic area (without roads),13.2472177043139,52.4677584836866
100,Forest,13.2463489601015,52.468443858225
100,Forest,13.2706961496841,52.476538756361
100,Forest,13.2698314644541,52.4758568799243
100,Forest,13.2692935244402,52.4721383585366
100,Forest,13.2686272078209,52.4743707735822
100,Forest,13.2700788917155,52.473259059274
100,Forest,13.2725016015883,52.4714387847507
100,Forest,13.2709383302657,52.4717895291047
100,Forest,13.2690306186851,52.4712064442663
100,Forest,13.2719614129985,52.4686832708183
100,Forest,13.2665282210907,52.4784744636355
50,Public / special use,13.2636067965829,52.4769722832333
100,Forest,13.2648373279126,52.4757811019213
100,Forest,13.2608326807761,52.4770575755164
100,Forest,13.2668765008014,52.4765501543799
100,Forest,13.2635776919968,52.474021577572
100,Forest,13.2633237067843,52.4729505553262
100,Forest,13.2658937469345,52.4712969773705
100,Forest,13.2615916546127,52.4735538300149
100,Forest,13.2620793134683,52.4714897736829
100,Forest,13.258996649961,52.4743703766358
100,Forest,13.2563799364607,52.4706975876965
100,Forest,13.256767497792,52.4718159273556
100,Forest,13.2542981913288,52.4720691846645
100,Forest,13.2686931104362,52.4695223735729
100,Forest,13.2642385848675,52.4688913215115
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.262510904835,52.4678539034473
100,Forest,13.2653114717549,52.4679919209206
100,Forest,13.2633129110199,52.4673696907861
100,Forest,13.2574267898737,52.4699362733614
100,Forest,13.257183446356,52.468182960659
100,Forest,13.2533717942773,52.4702919326262
100,Forest,13.2546731068741,52.4694365190266
100,Forest,13.2519485982214,52.468977506529
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2574568318356,52.4667887876677
100,Forest,13.2551530152198,52.4683887074414
100,Forest,13.2552780516773,52.4672734978665
100,Forest,13.253042674144,52.4671627465433
100,Forest,13.2500602677138,52.4676029699391
100,Forest,13.2515766929442,52.4689149570157
100,Forest,13.2598916306911,52.4712146100055
100,Forest,13.2599155529316,52.4699119466281
100,Forest,13.2626213181465,52.476126952105
100,Forest,13.2647071564326,52.4748098453234
100,Forest,13.266528272757,52.475773684345
100,Forest,13.2567864174975,52.4674392799631
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2638386613481,52.4780750464312
100,Forest,13.2436755533935,52.4755002999215
110,Body of water,13.1938094884581,52.4894814519865
110,Body of water,13.2587026963069,52.4821648913259
110,Body of water,13.2624909302875,52.4701234637251
110,Body of water,13.233602182519,52.4911601347006
160,Allotment garden,13.2495444907611,52.4796878226803
80,Traffic area (without roads),13.2476075980437,52.4772657275544
160,Allotment garden,13.2472534730815,52.4761472254929
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2494939898134,52.4784441551481
80,Traffic area (without roads),13.2532402763666,52.481793016735
10,Housing area,13.2854677331026,52.4975014548608
21,Mixed area,13.2843555133506,52.4968104647055
10,Housing area,13.2856568215712,52.4966080945747
21,Mixed area,13.2871032162644,52.4965357091699
10,Housing area,13.2853740066206,52.4956702259499
10,Housing area,13.2866837633785,52.4952786670727
10,Housing area,13.2879817704384,52.495359479286
40,Commercial and industrial area,13.2820482651777,52.4994085876205
80,Traffic area (without roads),13.2831501784722,52.4980456687229
150,Cemetery,13.2853270378972,52.4986274934851
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2869992822545,52.4976233642672
21,Mixed area,13.2874043820493,52.4936617170974
50,Public / special use,13.2825517771246,52.4925389790611
130,Park / green space,13.284581209192,52.4918426410737
10,Housing area,13.2862542984517,52.4922198275099
10,Housing area,13.287735808137,52.4926228459841
10,Housing area,13.2892140542858,52.4927652911932
10,Housing area,13.2745763945472,52.4923052607848
10,Housing area,13.2738428519818,52.4914199579424
10,Housing area,13.2784516107065,52.4914623673728
10,Housing area,13.2802020249562,52.4908719305186
10,Housing area,13.2827885113963,52.4912928013511
50,Public / special use,13.2815981881209,52.4914526094256
130,Park / green space,13.2814600755642,52.4901700883988
21,Mixed area,13.283831590942,52.4904647368091
10,Housing area,13.2857584228776,52.490632871246
10,Housing area,13.2874487601552,52.4905035593578
10,Housing area,13.2892109254113,52.4903748101877
10,Housing area,13.2716401449253,52.4905485969507
10,Housing area,13.2732197443112,52.4902105986338
10,Housing area,13.2729181063917,52.4893259050906
10,Housing area,13.2724685889883,52.4876302419313
110,Body of water,13.2728934944408,52.4884927230831
10,Housing area,13.275441624486,52.4875464962273
110,Body of water,13.2761114648364,52.4883334107414
10,Housing area,13.2775029150003,52.4899321621481
10,Housing area,13.2761549418313,52.4892926526832
50,Public / special use,13.2777887137345,52.4884717425114
50,Public / special use,13.2768290801258,52.4884362420904
10,Housing area,13.2795285235278,52.4895223564143
10,Housing area,13.2806740579321,52.4886418060839
21,Mixed area,13.2821414994407,52.4878454864086
10,Housing area,13.2835869277281,52.4886542314445
10,Housing area,13.2854281199404,52.4881645978637
10,Housing area,13.2871175867589,52.4884743964167
10,Housing area,13.2885505921127,52.4887901279393
10,Housing area,13.2871169577794,52.4871079984547
10,Housing area,13.2889139698711,52.487555551884
10,Housing area,13.2810672960542,52.4868580696256
100,Forest,13.2799904802613,52.4863325165751
110,Body of water,13.280639347153,52.4861457268882
10,Housing area,13.2788994342734,52.4859359668626
50,Public / special use,13.2818738177869,52.4847329003552
130,Park / green space,13.2807082440015,52.4857860314131
10,Housing area,13.2872578150838,52.4845974198943
190,Sport use,13.2868964508038,52.485673605636
10,Housing area,13.2602520543208,52.4856184404735
190,Sport use,13.2587940851047,52.4849016028096
10,Housing area,13.2623267042561,52.486534172556
10,Housing area,13.2625723654409,52.4874296285674
130,Park / green space,13.2635514514755,52.4876256922747
10,Housing area,13.2644001993031,52.4868605227365
10,Housing area,13.2677456346078,52.4885723784816
10,Housing area,13.2676216633243,52.4862261275294
110,Body of water,13.2677913584761,52.4863472944652
10,Housing area,13.2712646805476,52.4859484992322
21,Mixed area,13.2728477881833,52.4856154334154
10,Housing area,13.2743589604284,52.4867543569317
50,Public / special use,13.2737356518588,52.4850210799334
21,Mixed area,13.2756543699355,52.4845848478875
10,Housing area,13.2769289313338,52.4854956669803
10,Housing area,13.2799374328258,52.4839744501503
10,Housing area,13.2604228081568,52.4827953047067
50,Public / special use,13.2611887470196,52.4805920544367
10,Housing area,13.2605041286341,52.4792438225811
21,Mixed area,13.2598268199099,52.4799264668706
10,Housing area,13.2620407833592,52.482766894847
10,Housing area,13.2629512271059,52.4834385792853
10,Housing area,13.2632768365569,52.4846483350069
140,City square / promenade,13.2664405312581,52.4833811012999
10,Housing area,13.2691651434494,52.4829664053409
10,Housing area,13.2715488938467,52.483744747365
10,Housing area,13.2743777213011,52.4826032924614
10,Housing area,13.2750442849627,52.4836371518581
10,Housing area,13.2786259456637,52.4830265143754
10,Housing area,13.277678692805,52.4823009596647
10,Housing area,13.2767120330579,52.4815952084646
10,Housing area,13.2784678619681,52.4803543930707
10,Housing area,13.2801006335182,52.4808827660446
10,Housing area,13.2633609485023,52.4815429458734
10,Housing area,13.265642704376,52.482267963519
10,Housing area,13.2673641949501,52.4823240695202
10,Housing area,13.2689372417799,52.4818651898003
10,Housing area,13.2703806370069,52.4814322872963
10,Housing area,13.2718849504476,52.4809817603063
10,Housing area,13.2757769758561,52.4808730601452
21,Mixed area,13.2748311969526,52.4801479019113
10,Housing area,13.2737957825038,52.4794860288156
10,Housing area,13.2765396449172,52.4787164923179
10,Housing area,13.2779837063179,52.4789723665638
21,Mixed area,13.2798531717369,52.4787989837444
10,Housing area,13.2631949814253,52.4799858404803
50,Public / special use,13.2648932598403,52.4808453178745
21,Mixed area,13.2666719171127,52.4799114516207
10,Housing area,13.2685864292463,52.4805851694857
10,Housing area,13.2681447488293,52.478912195837
10,Housing area,13.2713365449113,52.4776998715166
10,Housing area,13.2728373949341,52.4785931311715
10,Housing area,13.2769979634046,52.4775937338859
10,Housing area,13.2796611325352,52.4771153812
10,Housing area,13.2756705673331,52.4760600297009
10,Housing area,13.2777636672101,52.4763776982619
21,Mixed area,13.279299179018,52.4762770983779
130,Park / green space,13.2769313733939,52.4748210837635
190,Sport use,13.2729837431363,52.4756724231579
190,Sport use,13.2719463527837,52.4734775681427
190,Sport use,13.2730834713845,52.4739151318443
130,Park / green space,13.2765348251218,52.4764386724421
40,Commercial and industrial area,13.2613745760394,52.4874543302682
10,Housing area,13.2781258114387,52.4930589892443
10,Housing area,13.2833467863835,52.4945594652441
130,Park / green space,13.2820003584829,52.496188401379
140,City square / promenade,13.2856032444706,52.4947946885777
21,Mixed area,13.287897079379,52.494652547521
10,Housing area,13.2841268093289,52.4932547072359
10,Housing area,13.2859147237938,52.4933367689691
130,Park / green space,13.2807948616569,52.4823909304115
40,Commercial and industrial area,13.2899564506873,52.4934869469535
130,Park / green space,13.282013102095,52.489808268841
130,Park / green space,13.2852532581856,52.4919640319509
130,Park / green space,13.2705201691842,52.479665073724
130,Park / green space,13.2733388434684,52.4816370679131
10,Housing area,13.2727000169395,52.4920723740427
10,Housing area,13.2722833737403,52.4923073011458
10,Housing area,13.2772874132827,52.4944679527875
10,Housing area,13.2666679237294,52.4890563954898
10,Housing area,13.2732817082187,52.4931938760593
110,Body of water,13.2801287543593,52.4943407163354
21,Mixed area,13.259570215693,52.487851903221
80,Traffic area (without roads),13.2600799746314,52.4872986160648
80,Traffic area (without roads),13.2609787448519,52.4882542975748
80,Traffic area (without roads),13.2735928071462,52.4945638954222
80,Traffic area (without roads),13.2695671303584,52.4931139848905
80,Traffic area (without roads),13.2690392074878,52.4922179764655
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2668953774766,52.4899446885842
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.264035512823,52.4887977399861
10,Housing area,13.2644572820446,52.4884809249009
21,Mixed area,13.2788090155689,52.4962823695756
160,Allotment garden,13.2803237152533,52.4964072887178
172,"Fallow area, meadow-like vegetation",13.2703838466941,52.4943156474993
100,Forest,13.2834876360523,52.4998043700693
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2824877222748,52.4996899013976
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2860693659878,52.4977776988603
40,Commercial and industrial area,13.2836817809396,52.4985072689531
80,Traffic area (without roads),13.2773811317747,52.4977545026882
160,Allotment garden,13.278755083024,52.4981831068213
40,Commercial and industrial area,13.2747713365865,52.496728083513
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2768427519284,52.4970434810617
40,Commercial and industrial area,13.2793528890581,52.4987536914856
100,Forest,13.2414321398244,52.4682442996055
100,Forest,13.2395852438365,52.4677728463154
100,Forest,13.2367029728084,52.4671091824964
100,Forest,13.2383612974846,52.4662417478947
100,Forest,13.2431121685398,52.4655557326162
100,Forest,13.2450846659991,52.4640177165852
100,Forest,13.2408300622563,52.4660605469534
100,Forest,13.2354680665093,52.4647568178413
100,Forest,13.2467371618514,52.4661901452536
100,Forest,13.243051481894,52.4677550371863
100,Forest,13.2452107153922,52.4671034783471
100,Forest,13.277334219936,52.4669204074204
10,Housing area,13.2795512751366,52.4671556864566
10,Housing area,13.2814505169024,52.467607641429
10,Housing area,13.283279936797,52.4680369015986
10,Housing area,13.2852715871122,52.4684066183606
130,Park / green space,13.2869843694819,52.4685054998954
10,Housing area,13.2878836333974,52.4690455199115
